Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
4/2/2021,Monster Pets: A Hotel Transylvania Short,Drac tries out some new monster pets to help occupy Tinkles for playtime.,169.005,295,7.5,en,"Animation, Comedy, Fantasy",https://image.tmdb.org/t/p/original/tuzkEyCPwf5O56fDjGNerIA8hxT.jpg
4/2/2021,Shiva Baby,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",16.971,236,7.2,en,"Comedy, Drama",https://image.tmdb.org/t/p/original/5IBJwMPSCS5XdRT7BO1ZMreFOis.jpg
4/2/2021,The Monkey King: Reborn,"At the beginning of chaos, the first demon in the world was born, named Yuandi, and it was worshipped as the ancestor of demons. Thousands of years later, the former demon king Sun Wukong is rescued from the Five Elements Mountain by Monk Tang, who promises to protect him and go to the West to get the scriptures.",25.961,146,7.4,zh,"Animation, Action, Fantasy",https://image.tmdb.org/t/p/original/67YXOoKGODyGvJXfXzVmgHNXYh8.jpg
4/3/2021,Rise of the Mummy,"A group of archaeology students awaken an ancient mummy. After being trapped in a time loop, the only way they can escape, is to defeat the mummy. As the body count rises, it seems the Mummy has to collect the souls of those who woke him to be able to walk the earth - for good.",59.539,31,5.3,en,"Horror, Science Fiction",https://image.tmdb.org/t/p/original/tmghT8HaddVIS9hEXIOI9GuDchi.jpg
4/4/2021,Color of Love,"An African American widow with two kids who has so much love to give, she often fosters children who need a home. She finds out that Peter and Rachel, the white siblings she fostered twice before, fled from their latest foster home.",15.791,3,5.8,en,"Drama, TV Movie",https://image.tmdb.org/t/p/original/fytUrVCnVLP1OjlljdxO3Yq3h8s.jpg
4/7/2021,Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",402.273,4447,7.2,en,"Action, Fantasy, Adventure",https://image.tmdb.org/t/p/original/nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg
4/8/2021,Instructions for Su,"Su, a woman whose friends are only men, finds herself forced to follow a series of absurd instructions to overcome the unexpected death of her fiancé.",54.907,76,7.9,es,"Comedy, Drama",https://image.tmdb.org/t/p/original/vX1XLbrHxpryX9EOWI3akbasz6c.jpg
4/8/2021,Under the Stars of Paris,"Christine’s life has not been easy lately. Her lonely routine is divided between free food banks distributions and wandering the streets. On a cold winter night she founds Suli, an 8-year-old Eritrean boy, sobbing in front of her shelter. Christine understands that he is lost and has been separated from his mother. Bounded by their marginal condition, they embark together on an emotional journey to find Suli’s mother in the underground world of Paris...",16.811,73,7,fr,"Drama, Comedy",https://image.tmdb.org/t/p/original/obziP53V5cVNTQpi9JffGiIfggn.jpg
4/8/2021,Voyagers,"With the future of the human race at stake, a group of young men and women -- bred for intelligence and obedience -- embark on an expedition to colonize a distant planet. When they uncover disturbing secrets about the mission, they defy their training and begin to explore their most primitive natures. As life on the ship descends into chaos, they soon become consumed by fear, lust and an insatiable hunger for power.",108.494,465,6.2,en,"Science Fiction, Thriller",https://image.tmdb.org/t/p/original/xvM8auqa0dckJefuKVGAWG9dFN.jpg
4/8/2021,Women,A small town detective while investigating the disappearance of a local woman comes across an unassuming Sociology professor who is hiding a secret life.,66.55,18,5.7,en,Thriller,https://image.tmdb.org/t/p/original/yTgSMm9LRXVGxfaKqmlPCcQx5RJ.jpg
4/9/2021,Sugar Daddy,"When a struggling musician can't afford her rent, she signs up for a website where rich older men pay to date younger women. Her new money-making venture sends her down a dark rabbit hole that forces her to grow up fast, shaping her music, and how she sees the world.",38.726,22,6.2,en,Drama,https://image.tmdb.org/t/p/original/xM8Cbn3MvpCVUszeZhNnrtirLpa.jpg
4/9/2021,Thunder Force,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",67.871,914,5.7,en,"Action, Adventure, Comedy, Science Fiction",https://image.tmdb.org/t/p/original/3mKMWP5OokB7QpcOMA1yl8BXFAF.jpg
4/10/2021,Seven Deadly Sins: Lust,"Tiffanie (Keri Hilson) is about to have the wedding of her dreams to her soul mate, the dashing Damon King (Tobias Truvillion), founder of King Enterprises. But when Damon’s old friend Trey (Durrell ‘Tank’ Babbs) arrives, fresh from prison to step in as Damon’s best man, Tiffanie’s whole world gets rocked. Sexy and mysterious, Trey triggers a passion in Tiffanie that she never expected, and suddenly the life she’s always planned with Damon is uncertain. But Trey still carries wounds from his history with Damon, and his intentions toward both Tiffanie and Damon are not to be trusted. Ms. Juicy, LeToya Luckett, and Clifton Powell also star.",17.172,3,6.3,en,Drama,https://image.tmdb.org/t/p/original/ufuaHZa8sVqG7lMG5dHUdW9wFw5.jpg
4/12/2021,Seobok: Project Clone,"A former intelligence agent gets involved with the first human clone, Seobok, who others seek, causing trouble.",156.421,110,7.6,ko,"Science Fiction, Action",https://image.tmdb.org/t/p/original/nxxuWC32Y6TULj4VnVwMPUFLIpK.jpg
4/14/2021,Why Did You Kill Me?,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,15.119,104,6.3,en,"Documentary, Crime",https://image.tmdb.org/t/p/original/5x95riaxPFC8SUQTit4ZkkqxXh.jpg
4/15/2021,Ride or Die,"Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",51.532,99,6.5,ja,"Drama, Romance, Thriller",https://image.tmdb.org/t/p/original/c7JzcVK4OZY1u7HYiFBOASkKPP5.jpg
4/15/2021,The Funeral Home,"Bernardo is an undertaker. He runs his mortuary business in the same house where he resides. In the front, he has his clients. And in the back, his dysfunctional family lives amongst coffins, wreaths, and the mischievous but nonviolent ghosts that visit on a daily basis. But when a malevolent entity enters the scene, it wreaks havoc on the already fractured household.",73.559,20,4.6,es,Horror,https://image.tmdb.org/t/p/original/1rlgIzw129hEl46bFaJZ7wpEEZZ.jpg
4/16/2021,Arlo the Alligator Boy,"Upon learning that he is from New York City, a wide-eyed boy, who is half human and half alligator, decides to leave his sheltered life in the swamp and search for his long lost father. A musical adventure.",21.566,35,6.8,en,"Animation, Comedy, Family",https://image.tmdb.org/t/p/original/oOQMJM7G2W8v2AEK722k8welIJY.jpg
4/16/2021,August Never Ends,"A story revolving around two friends with very different personalities - the no-nonsense and rebellious Weiyang and the idealist 'Princess' Qiao. When Xiao Qiao met Weiyang, the two easily became close friends. However, Xiao Qiao's fiancee Chao Yan can't help himself as he falls deeply in love with Weiyang, which crushes Xiao Qiao's fairytale love story. Just as the three are entangled in a world of complications, Weiyang makes a surprising decision.",80.189,1,2,zh,Romance,https://image.tmdb.org/t/p/original/dyCLhu3eDxnwKFS8ByvTg4VHrBb.jpg
4/16/2021,Detective Conan: The Scarlet Bullet,"At the opening ceremony of the WSG (World Sports Games) Tokyo Games, a sports festival held once every four years, it is announced that the world's first vacuum superconducting maglev with a maximum speed of 1,000 kilometers per hour will open. While attracting attention from around the world, top executives of large companies are kidnapped from the party venue where WSG tournament sponsors gather. Conan moves toward a solution and eventually finds a connection with the WSG abduction case that occurred 15 years ago in Boston, USA.",13.923,27,6.8,ja,"Animation, Action, Crime, Mystery, Romance, Thriller",https://image.tmdb.org/t/p/original/fnDNBzt3jIOvA3xnnGXYYHnh0dZ.jpg
4/16/2021,For the Sake of Vicious,"An overworked nurse returns home to find a maniac hiding out with a bruised and beaten hostage. When an unexpected wave of violent intruders descend upon her home, it becomes a fight for survival.",25.551,22,6.7,en,"Action, Horror, Mystery",https://image.tmdb.org/t/p/original/iqO2sTFqm6XwEXmlLxKDX75RPjY.jpg
4/16/2021,Monday,"A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?",15.359,108,7.2,en,Drama,https://image.tmdb.org/t/p/original/o4Gc5quiCBtiW6mgkPvDWKAiFVs.jpg
4/16/2021,Vanquish,"Victoria is a young mother trying to put her dark past as a Russian drug courier behind her, but retired cop Damon forces Victoria to do his bidding by holding her daughter hostage. Now, Victoria must use guns, guts and a motorcycle to take out a series of violent gangsters—or she may never see her child again.",76.285,185,5.8,en,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/AoWY1gkcNzabh229Icboa1Ff0BM.jpg
4/16/2021,Zog and the Flying Doctors,"Pearl and Gadabout are now a flying doctor trio, caring for creatures including a mermaid, a unicorn and a sneezy lion. However when bad weather forces them to land at the palace, Pearl is locked up by her uncle, the king.",57.985,14,7,en,"Animation, Family",https://image.tmdb.org/t/p/original/aow2SrU1nKY1onSTjHhhLW8Ndd6.jpg
4/17/2021,Seven Deadly Sins: Envy,"Gabrielle seems to have it all - a devoted husband, a beautiful daughter, and a successful career in public relations. However, she soon stands to lose everything when she meets Keisha, her devious half sister who wants everything Gabrielle has.",14.786,4,7.3,en,Drama,https://image.tmdb.org/t/p/original/xyjvcrXDJOIgtJlNoPXVWFnZIlQ.jpg
4/18/2021,My Father's Other Family,"Shelby is devastated after her father's death. Curious about her family connections, she decides to look up the DNA-based family tree, and is surprised to find out that her father had another daughter. She goes on a mission to find her sibling and meets Rose, her half-sister. But as the initial euphoria dies down and the question of who gets her father's inheritance crops up, things begin to change.",17.448,2,1.5,en,"Thriller, Drama",https://image.tmdb.org/t/p/original/4uHBwzjabqJRCPEWSMYyOmi9vEz.jpg
4/21/2021,Don't Kill Me,"After Mirta dies of a drug overdose with her lover, she resuscitates alone and discovers she's part of a violent world she never knew existed.",33.75,65,4,it,"Horror, Romance, Drama",https://image.tmdb.org/t/p/original/d76rZrqTzw3lRE6bQZC86tJ9W3.jpg
4/21/2021,Recalled,"Soo Jin, a woman suffering from post-traumatic memory loss, returns to her daily life with her husband after an accident. But her recovery takes an unexpected turn when she starts experiencing eerie visions: One day, she sees a vision of a child living in the same building being hit by a car. Shortly after almost risking her life to save the child, she has yet another chilling vision about a girl living on the 7th floor being harassed by a man, and does what she can to help the girl. She runs into her former boss at an art school, and learns that learns that her husband may not be telling the truth about everything. Meanwhile, detective Ki-sang finds Soo Jin’s husband on the surveillance footage of a crime scene and starts to investigate him. Soo Jin’s suspicion grows as she sees a vision of her husband killing a neighbor. While searching for the truth about her husband, she stumbles upon a wedding photo of her with a strange man other than her husband…",14.568,37,6.8,ko,"Mystery, Thriller",https://image.tmdb.org/t/p/original/kTXwu4Ux8QJ1iwBprwVRbEtPa90.jpg
4/22/2021,The Mitchells vs. the Machines,"A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",48.151,1746,8,en,"Animation, Adventure, Comedy, Family, Science Fiction, Action",https://image.tmdb.org/t/p/original/mI2Di7HmskQQ34kz0iau6J1vr70.jpg
4/22/2021,This Little Love of Mine,"Laura Price is a successful San Francisco lawyer on the cusp of promotion – a far cry from her childhood growing up on a tropical island with best friends Chip and Gem. When the firm’s biggest client – Chip’s grandfather – asks Laura to travel to the island and deliver a contract to make Chip his heir, she leaves behind her practice and fiancé Owen to convince her childhood friend to sign a contract that will make him a billionaire.",18.889,90,6.3,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/p8i1MN7DiqHWVGLluRUaPqEOyhb.jpg
4/22/2021,Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.",273.622,3376,7.7,en,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/M7SUK85sKjaStg4TKhlAVyGlz3.jpg
4/23/2021,Bloodthirsty,"When indie singer Grey struggles to write her sophomore album, she teams up with a mysterious producer at his secluded cabin. Though their bond strengthens her music, it also starts to irreparably alter Grey’s body and mind.",77.711,30,5.7,en,Horror,https://image.tmdb.org/t/p/original/gCQm6zqkRiyrezyYK02NymDlybJ.jpg
4/23/2021,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,When the five visit a private academy Kazama is attacked. He is left with reduced intelligence and strange bite marks.,17.268,1,7,ja,Animation,https://image.tmdb.org/t/p/original/jjRGhDP2QRffBIkzTQFoEQ07ITb.jpg
4/23/2021,Heroes: Silence and Rock & Roll,"An exploration of the rise of Héroes del Silencio, the seminal 1980s Spanish rock band anchored by Enrique Bunbury.",16.652,70,8.6,es,"Documentary, Music",https://image.tmdb.org/t/p/original/zDUtJIr4lPeMnF7vXHyAqCXkR4s.jpg
4/23/2021,Rurouni Kenshin: The Final,"In 1879, Kenshin and his allies face their strongest enemy yet: his former brother-in-law Enishi Yukishiro and his minions, who've vowed their revenge.",116.225,297,7.9,ja,"Action, Adventure, Drama",https://image.tmdb.org/t/p/original/7bbEASVf9XWtfxWiuWUMY3uyhTb.jpg
4/23/2021,Street Gang: How We Got to Sesame Street,"Take a stroll down Sesame Street and witness the birth of the most influential children's show in television history. From the iconic furry characters to the classic songs you know by heart, learn how a gang of visionary creators changed the world.",48.486,13,6.7,en,Documentary,https://image.tmdb.org/t/p/original/qeuFHbuHof2RWb7QzfM4XNR66BF.jpg
4/23/2021,The Space Between,"Micky Adams, an eccentric has-been rock musician, loses his grip on reality as his record label looks to drop him and his new ""unique"" albums. In hopes of breaking out of the mailroom, young Charlie Porter is tasked with traveling to the musician's bizarre home and forcing Micky out of his contract. Micky realizes Charlie could be the key to an artistic breakthrough and the pair's unlikely friendship grows. The odd but powerful bond helps both gain perspective on the music industry, life, love... and the space between.",24.146,9,5.4,en,"Drama, Comedy",https://image.tmdb.org/t/p/original/uJ1LnBCzcjWwoKDrm2niIdsf4iN.jpg
4/23/2021,Together Together,"When young loner Anna is hired as the surrogate for Matt, a single man in his 40s, the two strangers come to realize this unexpected relationship will quickly challenge their perceptions of connection, boundaries and the particulars of love.",54.514,70,6.9,en,Comedy,https://image.tmdb.org/t/p/original/9WtVYwBs3a5zIzuSc169VLBIiS.jpg
4/23/2021,Trigger Point,Nicolas Shaw is a retired U.S. special operative who becomes part of an elite 'invisible' team that quietly takes out the worst villains around the world.,102.307,101,6.4,en,"Action, Thriller",https://image.tmdb.org/t/p/original/qlXenN6jjgbsIyEJxBjkfkEU0q8.jpg
4/23/2021,We Broke Up,Lori and Doug break up right before Lori's sister's wedding and decide to pretend they're still together for the weekend as to not disrupt the fun.,47.816,20,6.1,en,Comedy,https://image.tmdb.org/t/p/original/qPeSznx1YJkjKwd3B5yqRlxq0xD.jpg
4/27/2021,Dynasty Warriors,"In the turbulent late Eastern Han Dynasty. Ambitious Dong Zhuo controls the court and the commonalty, and heroes from all over the country begin to rise.",242.342,84,6.5,cn,"Action, Adventure, Fantasy",https://image.tmdb.org/t/p/original/7BCTdek5LFHglcgl7shsm7igJAH.jpg
4/27/2021,Justice Society: World War II,"When the Flash finds himself dropped into the middle of World War II, he joins forces with Wonder Woman and her top-secret team known as the Justice Society of America.",71.646,378,7.7,en,"Animation, War, Science Fiction",https://image.tmdb.org/t/p/original/e4REOC6CZW8J6FslA4nRvdQXFXR.jpg
4/28/2021,Get the Grift,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",18.706,70,6.6,pt,"Comedy, Crime",https://image.tmdb.org/t/p/original/gd9PcIgzV3YWa0c7iCECG1TuXX5.jpg
4/29/2021,Audible,Football player Amaree McKenstry-Hall and his Maryland School for the Deaf teammates attempt to defend their winning streak while coming to terms with the tragic loss of a close friend.,13.607,33,7.1,en,Documentary,https://image.tmdb.org/t/p/original/8RjHHR0em5bHHEA6FsbMOj8EdFR.jpg
4/29/2021,Bad Luck Banging or Loony Porn,"Emi, a school teacher, finds her career and reputation under threat after a personal sex tape is leaked on the Internet. Forced to meet the parents demanding her dismissal, Emi refuses to surrender to their pressure.",27.526,73,6.5,ro,"Comedy, Drama",https://image.tmdb.org/t/p/original/zUTkjET8VUwvbvSHtn0Lou7xwyZ.jpg
4/29/2021,Farm to Fork to Love,"Alice, a young and talented sous chef at NY's top restaurant, receives an invitation to judge a food competition for a prestigious annual fundraiser.",23.825,27,6,en,"Romance, TV Movie",https://image.tmdb.org/t/p/original/wcttASR9kcbq7ZpVcMbm3mj3qGx.jpg
4/29/2021,The Banishing,"In the 1930s, a young reverend and his family are forced to confront their worst fears when they discover their new home holds a horrifying secret.",62.247,58,5.4,en,Horror,https://image.tmdb.org/t/p/original/xD9mc8JCVXA8T8u4Od7qOUBuGH4.jpg
4/29/2021,Things Heard & Seen,"Catherine Clare reluctantly trades life in 1980 Manhattan for a remote home in the tiny hamlet of Chosen, New York, after her husband George lands a job teaching art history at a small Hudson Valley college. Even as she does her best to transform the old dairy farm into a place where young daughter Franny will be happy, Catherine increasingly finds herself isolated and alone. She soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to George.",21.471,675,5.8,en,Horror,https://image.tmdb.org/t/p/original/9tSkNmGt1K5Lgf0L0BTHHYJNz0W.jpg
4/29/2021,Tom Clancy's Without Remorse,An elite Navy SEAL uncovers an international conspiracy while seeking justice for the murder of his pregnant wife.,148.326,1843,7.1,en,"Action, Thriller",https://image.tmdb.org/t/p/original/6GCOpT8QcNzup09TAMmvvk22LTR.jpg
4/30/2021,22 vs. Earth,"Set before the events of ‘Soul’, 22 refuses to go to Earth, enlisting a gang of 5 new souls in attempt of rebellion. However, 22’s subversive plot leads to a surprising revelation about the meaning of life.",105.63,265,7.1,en,"Family, Comedy, Fantasy, Animation",https://image.tmdb.org/t/p/original/32vLDKSzcCMh55zqqaSqqUA8naz.jpg
4/30/2021,Daddy's Perfect Little Girl,A 12-year-old girl becomes jealous when her adoptive father develops a budding relationship with a woman and her teenage son.,23.025,2,6,en,"Drama, TV Movie",https://image.tmdb.org/t/p/original/yfOguNYHRFgrezUjRPwwahio1ef.jpg
4/30/2021,Four Good Days,A mother helps her daughter work through four crucial days of recovery from substance abuse.,22.95,75,7,en,Drama,https://image.tmdb.org/t/p/original/uaJmqZxwAsdFLLjPGH5DzIEnbpj.jpg
4/30/2021,Separation,A young girl finds solace in her artist father and the ghost of her dead mother.,170.565,127,5.7,en,"Horror, Drama",https://image.tmdb.org/t/p/original/lHbSC2Np17CRsRXIbaE0YY1Hora.jpg
4/30/2021,The Virtuoso,A lonesome stranger with nerves of steel must track down and kill a rogue hitman to satisfy an outstanding debt. But the only information he's been given is a time and location where to find his quarry. No name. No description. Nothing.,78.527,224,6.3,en,Thriller,https://image.tmdb.org/t/p/original/vXHzO26mJaOt4VO7ZFiM6No5ScT.jpg
5/1/2021,Ovella,"Ove is a young man who has been treated and raised like a sheep all his life. His daily life consists of eating, sleeping, grazing and hanging out with LL, the only sheep in the herd that seems to accept him.",17.214,10,6,ca,Drama,https://image.tmdb.org/t/p/original/iIy2GulN97Y7aW2GsjNpkb5Cvg0.jpg
5/1/2021,Stop,"Misfortune leads the musical group Doble Pletina to be sentenced to perform community services in a mysterious park in Barcelona. Director Stanley Sunday unfolds his singular, fantastic and freely absurd universe in this witty musical comedy starring the band Doble Pletina. Stop includes four original songs by the group, produced by Hidrogenesse.",21.603,2,4,es,"Music, Comedy",https://image.tmdb.org/t/p/original/iLW2R016ZWXNUjzfutYjgvAxIEW.jpg
5/4/2021,Maggie Simpson in The Force Awakens from Its Nap,"In a daycare far, far away… but still in Springfield, Maggie is on an epic quest for her stolen pacifier. Her adventure brings her face-to-face with young Padawans, Sith Lords, familiar droids, Rebel scum, and an ultimate battle against the dark side, in this original short celebrating the Star Wars galaxy.",40.978,123,7,en,"Family, Animation, Comedy, Science Fiction",https://image.tmdb.org/t/p/original/2xnf2ZaGXudvgBKPtVXMkNeooh1.jpg
5/5/2021,The Exorcism of Carmen Farias,"Carmen, a brave journalist, discovers soon after her mother's death that she has inherited her grandma's house. She decides to move there without knowing it hides dark secrets.",127.856,82,6.2,es,Horror,https://image.tmdb.org/t/p/original/uoTPjx07dxTrC1g3dYeaS2WNVGL.jpg
5/5/2021,Those Who Wish Me Dead,"A young boy finds himself pursued by two assassins in the Montana wilderness, with a survival expert determined to protect him, and a forest fire threatening to consume them all.",75.887,1089,6.8,en,Thriller,https://image.tmdb.org/t/p/original/xCEg6KowNISWvMh8GvPSxtdf9TO.jpg
5/6/2021,Crazy Fist,"After an opponent dies mid-match, a prominent MMA champion swore never to fight again and retired to run his family's company. But when his best friend dies under suspicious circumstances, he has no choice but to step back in the ring.",230.547,44,7.3,zh,Action,https://image.tmdb.org/t/p/original/jVAEVDNdUPRKJ7hJ4zt6lGcLATD.jpg
5/7/2021,Here Today,"Veteran comedy writer Charlie Berns, who is slowly but surely losing his grip on reality, befriends a talented young New York street singer Emma Payge. Together, they form an unlikely yet hilarious and touching friendship that kicks the generation gap aside and redefines the meaning of love and trust.",53.319,93,7.4,en,"Comedy, Drama",https://image.tmdb.org/t/p/original/xp64qD0V9SRE3jU6sEtQufAzYRk.jpg
5/7/2021,Mainstream,A young woman thinks she’s found a path to internet stardom when she starts making YouTube videos with a charismatic stranger  – until the dark side of viral celebrity threatens to ruin them both.,34.308,83,6.4,en,"Comedy, Drama",https://image.tmdb.org/t/p/original/9vTf02WXyldeKN4kfwZRwwI4XbG.jpg
5/12/2021,Danny Boy,"Soldier Brian Wood, is accused of war crimes in Iraq by the human rights lawyer Phil Shiner. The two men go head to head in a legal and moral conflict that takes us from the battlefield, at so-called Checkpoint Danny Boy, to the courtroom and one of Britain’s biggest ever public inquiries, the Al-Sweady Inquiry.",36.756,86,6.8,en,"Drama, War, TV Movie",https://image.tmdb.org/t/p/original/qhWVPAszUVzNWKIL2cITDm6TuJs.jpg
5/12/2021,Oxygen,"A woman wakes in a cryogenic chamber with no recollection of how she got there, and must find a way out before running out of air.",39.174,956,6.6,fr,"Science Fiction, Thriller, Horror",https://image.tmdb.org/t/p/original/u74DFoZGTcZ8cuHO8nvQkCqXEVP.jpg
5/12/2021,Spiral: From the Book of Saw,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game.",106.335,1148,6.2,en,"Horror, Crime, Mystery",https://image.tmdb.org/t/p/original/lcyKve7nXRFgRyms9M1bndNkKOx.jpg
5/13/2021,Finding You,"Finley, a talented aspiring violinist, meets Beckett, a famous young movie star, on the way to her college semester abroad program in a small coastal village in Ireland. An unexpected romance emerges as the heartthrob Beckett leads the uptight Finley on an adventurous reawakening, and she emboldens him to take charge of his future, until the pressures of his stardom get in the way.",38.812,45,6.5,en,"Romance, Drama",https://image.tmdb.org/t/p/original/mRSsYtYcbhNAfHBp3ha1Nr65agi.jpg
5/13/2021,Great White,"A sea plane is destroyed in a freak accident, five people find themselves drifting on a raft. At the mercy of the tide and with no hope of rescue, the helpless situation takes a horrifying turn when they are terrorized by a ravenous great white.",17.735,255,5.5,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/2wEVked59Y00NKK4Vj0FgzUzdPH.jpg
5/14/2021,Army of the Dead,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",143.486,2905,6.3,en,"Action, Crime, Horror, Thriller",https://image.tmdb.org/t/p/original/z8CExJekGrEThbpMXAmCFvvgoJR.jpg
5/14/2021,Barbie & Chelsea: The Lost Birthday,"Enjoy high-sea thrills as Barbie, Chelsea and the rest of the Roberts family set sail on an adventure cruise.  ""Barbie & Chelsea The Lost Birthday"" tells the story of Chelsea, Barbie’s precocious youngest sister, and the rest of the Roberts family as they set sail on an adventure cruise for her seventh birthday. When they cross the International Date Line, Chelsea discovers her actual birthday has been lost and she embarks on a fantastical journey through an enchanted jungle island in order to save it.",67.689,74,7.4,en,Animation,https://image.tmdb.org/t/p/original/2X5S4rmO2X5hLprjzjXqbcYlLGt.jpg
5/14/2021,Ferry,"Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.",39.493,149,6.8,nl,"Action, Crime, Drama",https://image.tmdb.org/t/p/original/w6n1pu9thpCVHILejsuhKf3tNCV.jpg
5/14/2021,I Am All Girls,A special crimes investigator forms an unlikely bond with a serial killer to bring down a global child sex trafficking syndicate.,50.709,188,6.7,en,"Crime, Drama, Mystery, Thriller",https://image.tmdb.org/t/p/original/m6bUeV4mczG3z2YXXr5XDKPsQzv.jpg
5/14/2021,The Woman in the Window,An agoraphobic woman living alone in New York begins spying on her new neighbors only to witness a disturbing act of violence.,31.137,1416,6.1,en,"Drama, Crime, Mystery, Thriller",https://image.tmdb.org/t/p/original/wcrjc1uwQaqoqtqi67Su4VCOYo0.jpg
5/15/2021,Miraculous World: Shanghai – The Legend of Ladydragon,"On school break, Marinette heads to Shanghai to meet Adrien. But after arriving, Marinette loses all her stuff, including the Miraculous that allows her to turn into Ladybug!",241.638,411,7.9,fr,"Animation, Comedy, Family, Adventure",https://image.tmdb.org/t/p/original/qQ0VKsGRQ2ofAmswGNzZnvC1xPE.jpg
5/17/2021,High Flying Romance,A woman finds romance during a kite festival.,15.226,11,7.8,en,"Romance, Drama",https://image.tmdb.org/t/p/original/xIDO7A8C93WNAcr9moLHvvPqRJp.jpg
5/19/2021,F9,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,331.944,5092,7.3,en,"Action, Crime, Thriller, Adventure",https://image.tmdb.org/t/p/original/bOFaAXmWWXC3Rbv4u4uM9ZSzRXP.jpg
5/20/2021,Spirit Untamed,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,148.797,350,7.5,en,"Animation, Adventure, Family, Western",https://image.tmdb.org/t/p/original/q4WaFHk9Vp1poc88X1szwFRtYc5.jpg
5/21/2021,A Quiet Place Part II,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize that the creatures that hunt by sound are not the only threats that lurk beyond the sand path.",181.389,3997,7.6,en,"Science Fiction, Thriller, Horror",https://image.tmdb.org/t/p/original/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg
5/25/2021,The Conjuring: The Devil Made Me Do It,"Paranormal investigators Ed and Lorraine Warren encounter what would become one of the most sensational cases from their files. The fight for the soul of a young boy takes them beyond anything they'd ever seen before, to mark the first time in U.S. history that a murder suspect would claim demonic possession as a defense.",266.614,4233,7.7,en,"Horror, Mystery, Thriller",https://image.tmdb.org/t/p/original/xbSuFiJbbBWCkyCCKIMfuDCA4yV.jpg
5/26/2021,Baggio: The Divine Ponytail,"A chronicle biopic of the 22-year career of soccer star Roberto Baggio, including depictions of his difficult debut as a player, his deep rifts with some of his coaches, his triumph over injuries and personal discovery of Buddism.",16.313,330,6.5,it,Drama,https://image.tmdb.org/t/p/original/i0NOqrnE4FhXrk9cHm6DQeRo1Zm.jpg
5/26/2021,Cruella,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",429.613,6675,8.2,en,"Comedy, Crime",https://image.tmdb.org/t/p/original/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg
5/26/2021,Ghost Lab,"After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",40.682,90,6.5,th,"Drama, Horror, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/vdMsMYfkHJ6mLht5QCg7Hl8hnEp.jpg
